index,rating,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,llama3:8b,llama3:70b,project,option_name,option_file,option_value,option_type,option_technology,dependent_option_name,dependent_option_value,dependent_option_file,dependent_option_type,dependent_option_technology
364,True,TP,TP,TP,TP,pig,project.parent_pig.version,pig-auth/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig.version,version:${revision},pig-upms/pom.xml,VERSION_NUMBER,maven
365,False,TN,TN,FP,TN,pig,services.pig-upms.hostname,docker-compose.yml,pig-upms,NAME,docker-compose,project.parent_pig-upms.artifactId,pig-upms,pig-upms/pig-upms-api/pom.xml,NAME,maven
366,False,FP,TN,TN,TN,pig,project.packaging,pig-boot/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-seata/pom.xml,TYPE,maven
367,True,TP,FN,TP,TP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-swagger/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven
368,False,TN,TN,FP,TN,pig,project.packaging,pig-boot/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-register/pom.xml,TYPE,maven
369,True,FN,TP,TP,TP,pig,project.parent_pig-common.groupId,pig-common/pig-common-log/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig.groupId,com.pig4cloud,pig-upms/pom.xml,NAME,maven
370,True,TP,TP,TP,TP,pig,project.parent_pig.version,pig-auth/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig-common.version,version:${revision},pig-common/pig-common-seata/pom.xml,VERSION_NUMBER,maven
371,True,TP,TP,FN,TP,pig,services.pig-monitor.networks,docker-compose.yml,spring_cloud_default,UNKNOWN,docker-compose,services.pig-mysql.networks,spring_cloud_default,docker-compose.yml,UNKNOWN,docker-compose
372,False,FP,TN,FP,TN,pig,ENV.TZ,pig-register/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-codegen/Dockerfile,ENVIRONMENT,docker
373,False,FP,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_mybatis-plus-extension.groupId,com.baomidou,pig-common/pig-common-mybatis/pom.xml,NAME,maven
374,True,FN,TP,TP,TP,pig,services.pig-auth.networks,docker-compose.yml,spring_cloud_default,UNKNOWN,docker-compose,services.pig-mysql.networks,spring_cloud_default,docker-compose.yml,UNKNOWN,docker-compose
375,True,TP,FN,TP,FN,pig,project.dependencies.dependency_caffeine.artifactId,pig-common/pig-common-feign/pom.xml,caffeine,NAME,maven,project.dependencies.dependency_caffeine.artifactId,caffeine,pig-gateway/pom.xml,NAME,maven
376,True,TP,TP,TP,TP,pig,project.parent_pig-common.groupId,pig-common/pig-common-feign/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig-common.groupId,com.pig4cloud,pig-common/pig-common-swagger/pom.xml,NAME,maven
377,True,TP,TP,TP,TP,pig,project.parent_pig.version,pig-common/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_pig-upms.version,version:${revision},pig-upms/pig-upms-api/pom.xml,VERSION_NUMBER,maven
378,True,TP,FN,FN,TP,pig,project.properties.maven.compiler.source,pom.xml,17,VERSION_NUMBER,maven,project.properties.maven.compiler.target,17,pom.xml,VERSION_NUMBER,maven
379,False,TN,TN,FP,TN,pig,project.dependencies.dependency_pig-upms-api.groupId,pig-auth/pom.xml,com.pig4cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_pig-common-swagger.groupId,com.pig4cloud,pig-common/pig-common-bom/pom.xml,NAME,maven
380,True,FN,TP,TP,TP,pig,project.modelVersion,pig-common/pig-common-core/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-common/pig-common-feign/pom.xml,VERSION_NUMBER,maven
381,False,TN,TN,TN,TN,pig,CMD.param3,pig-gateway/Dockerfile,"""",UNKNOWN,docker,ENV.JAVA_OPTS,"""",pig-register/Dockerfile,ENVIRONMENT,docker
382,True,TP,TP,TP,FN,pig,project.artifactId,pig-common/pig-common-swagger/pom.xml,pig-common-swagger,NAME,maven,project.dependencies.dependency_pig-common-swagger.artifactId,pig-common-swagger,pig-visual/pig-quartz/pom.xml,NAME,maven
383,True,TP,TP,TP,TP,pig,project.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven
384,True,TP,TP,TP,TP,pig,project.parent_pig-visual.artifactId,pig-visual/pig-codegen/pom.xml,pig-visual,NAME,maven,project.parent_pig-visual.artifactId,pig-visual,pig-visual/pig-monitor/pom.xml,NAME,maven
385,False,TN,TN,TN,TN,pig,jasypt.encryptor.password,pig-boot/src/main/resources/application-dev.yml,pig,PASSWORD,spring,project.parent_pig.artifactId,pig,pig-register/pom.xml,NAME,maven
386,False,FP,TN,FP,FP,pig,ENV.TZ,pig-auth/Dockerfile,Asia,ENVIRONMENT,docker,ENV.TZ,Asia,pig-visual/pig-quartz/Dockerfile,ENVIRONMENT,docker
387,False,TN,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_pig-common-datasource.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-common/pig-common-log/pom.xml,NAME,maven
388,False,TN,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_mybatis-plus-spring-boot3-starter.groupId,pig-common/pig-common-bom/pom.xml,com.baomidou,NAME,maven,project.dependencies.dependency_dynamic-datasource-spring-boot3-starter.groupId,com.baomidou,pig-common/pig-common-datasource/pom.xml,NAME,maven
389,True,TP,TP,TP,FN,pig,project.modelVersion,pig-common/pig-common-feign/pom.xml,modelVersion:4.0.0,VERSION_NUMBER,maven,project.modelVersion,modelVersion:4.0.0,pig-common/pig-common-security/pom.xml,VERSION_NUMBER,maven
390,True,TP,TP,TP,TP,pig,project.dependencyManagement.dependencies.dependency_pig-common-security.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-security.groupId,com.pig4cloud,pig-visual/pig-quartz/pom.xml,NAME,maven
391,False,TN,TN,FP,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven
392,False,TN,TN,FP,TN,pig,CMD.param2,pig-upms/pig-upms-biz/Dockerfile,java,UNKNOWN,docker,CMD.param2,java,pig-visual/pig-codegen/Dockerfile,UNKNOWN,docker
393,False,TN,TN,FP,FP,pig,project.packaging,pig-common/pig-common-feign/pom.xml,jar,TYPE,maven,project.packaging,jar,pig-common/pig-common-mybatis/pom.xml,TYPE,maven
394,False,FP,TN,FP,FP,pig,FROM,pig-boot/Dockerfile,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,UNKNOWN,docker,FROM,registry.cn-hangzhou.aliyuncs.com/dockerhub_mirror/java:21-anolis,pig-visual/pig-monitor/Dockerfile,UNKNOWN,docker
395,False,FP,TN,TN,FP,pig,project.dependencies.dependency_pig-common-swagger.groupId,pig-boot/pom.xml,com.pig4cloud,NAME,maven,project.parent_pig-common.groupId,com.pig4cloud,pig-common/pig-common-oss/pom.xml,NAME,maven
396,False,FP,TN,TN,TN,pig,project.dependencies.dependency_pig-common-core.groupId,pig-gateway/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-datasource.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven
397,False,TN,FP,FP,FP,pig,project.parent_pig-common.groupId,pig-common/pig-common-xss/pom.xml,com.pig4cloud,NAME,maven,project.groupId,com.pig4cloud,pom.xml,NAME,maven
398,False,TN,TN,FP,FP,pig,project.dependencies.dependency_pig-common-core.groupId,pig-common/pig-common-feign/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-log.groupId,com.pig4cloud,pig-visual/pig-codegen/pom.xml,NAME,maven
399,False,FP,TN,FP,TN,pig,project.dependencyManagement.dependencies.dependency_pig-common-security.groupId,pig-common/pig-common-bom/pom.xml,com.pig4cloud,NAME,maven,project.dependencies.dependency_pig-common-core.groupId,com.pig4cloud,pig-gateway/pom.xml,NAME,maven
400,False,TN,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-autoconfigure-processor.optional,spring-boot-admin-client/pom.xml,TRUE,BOOLEAN,maven,services.customers.environment.EUREKA_INSTANCE_PREFER_IP_ADDRESS,TRUE,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,ENVIRONMENT,docker-compose
401,True,TP,TP,TP,FN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_spring-boot-admin-server.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven
402,False,FP,TN,FP,TN,spring-boot-admin,project.profiles.profile_coverage.build.plugins.plugin_jacoco-maven-plugin.artifactId,pom.xml,jacoco-maven-plugin,NAME,maven,project.profiles.profile_travis.build.plugins.plugin_jacoco-maven-plugin.artifactId,jacoco-maven-plugin,spring-boot-admin-samples/pom.xml,NAME,maven
403,True,TP,FN,TP,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-security.groupId,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-security.groupId,org.springframework.boot,spring-boot-admin-samples/spring-boot-admin-sample-servlet/pom.xml,NAME,maven
404,False,FP,TN,TN,TN,spring-boot-admin,project.profiles.profile_nativeTest.dependencies.dependency_junit-platform-launcher.scope,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,spring-boot-admin-server-cloud/pom.xml,UNKNOWN,maven
405,False,FP,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,spring-boot-admin-samples/spring-boot-admin-sample-war/pom.xml,FALSE,VERSION_NUMBER,maven,project.build.plugins.plugin_spring-boot-maven-plugin.configuration.addResources,FALSE,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,VERSION_NUMBER,maven
406,False,TN,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-kubernetes-fabric8.optional,spring-boot-admin-server-cloud/pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-cloud-starter.optional,TRUE,spring-boot-admin-server-cloud/pom.xml,BOOLEAN,maven
407,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.optional,spring-boot-admin-server-ui/pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.configuration.skip,TRUE,spring-boot-admin-server-ui/pom.xml,IP_ADDRESS,maven
408,False,TN,FP,TN,FP,spring-boot-admin,management.endpoints.web.path-mapping.health,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,/ping,PATH,spring,spring.cloud.consul.discovery.metadata.health-path,/ping,spring-boot-admin-samples/spring-boot-admin-sample-consul/src/main/resources/application.yml,PATH,spring
409,True,TP,TP,TP,TP,spring-boot-admin,project.parent_spring-boot-admin-build.version,spring-boot-admin-client/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_spring-boot-admin-samples.version,version:${revision},spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,VERSION_NUMBER,maven
410,False,TN,TN,TN,TN,spring-boot-admin,project.packaging,spring-boot-admin-build/pom.xml,pom,TYPE,maven,project.packaging,pom,spring-boot-admin-samples/pom.xml,TYPE,maven
411,True,TP,TP,TP,TP,spring-boot-admin,project.parent_spring-boot-admin-build.relativePath,spring-boot-admin-client/pom.xml,../spring-boot-admin-build,PATH,maven,project.parent_spring-boot-admin-build.relativePath,../spring-boot-admin-build,spring-boot-admin-docs/pom.xml,PATH,maven
412,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-install-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven
413,False,TN,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_maven-javadoc-plugin.configuration.quiet,pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_spring-repo.pluginRepositories.pluginRepository_spring-snapshot.snapshots.enabled,TRUE,pom.xml,BOOLEAN,maven
414,True,FN,FN,TP,FN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-web.groupId,org.springframework.boot,spring-boot-admin-server-ui/pom.xml,NAME,maven
415,False,TN,TN,FP,TN,spring-boot-admin,project.packaging,spring-boot-admin-docs/pom.xml,pom,TYPE,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.type,pom,spring-boot-admin-samples/pom.xml,TYPE,maven
416,False,TN,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_maven-javadoc-plugin.configuration.quiet,pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-cloud-starter-netflix-eureka-client.optional,TRUE,spring-boot-admin-server-cloud/pom.xml,BOOLEAN,maven
417,True,FN,TP,TP,TP,spring-boot-admin,project.artifactId,spring-boot-admin-samples/pom.xml,spring-boot-admin-samples,NAME,maven,project.parent_spring-boot-admin-samples.artifactId,spring-boot-admin-samples,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,NAME,maven
418,True,TP,TP,TP,FN,spring-boot-admin,project.parent_spring-boot-admin-samples.relativePath,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,..,PATH,maven,project.parent_spring-boot-admin-samples.relativePath,..,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,PATH,maven
419,True,TP,FN,FN,FN,spring-boot-admin,project.dependencies.dependency_lombok.artifactId,spring-boot-admin-client/pom.xml,lombok,NAME,maven,project.dependencies.dependency_lombok.artifactId,lombok,spring-boot-admin-server/pom.xml,NAME,maven
420,False,TN,TN,TN,TN,spring-boot-admin,project.profiles.profile_nativeTest.build.plugins.plugin_native-maven-plugin.executions.execution_native-test.goals.goal_test,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_jackson-datatype-json-org.scope,test,spring-boot-admin-server/pom.xml,UNKNOWN,maven
421,True,TP,TP,TP,TP,spring-boot-admin,project.parent_spring-boot-admin-build.version,spring-boot-admin-docs/pom.xml,version:${revision},VERSION_NUMBER,maven,project.parent_spring-boot-admin-build.version,version:${revision},spring-boot-admin-samples/pom.xml,VERSION_NUMBER,maven
422,True,TP,TP,TP,TP,spring-boot-admin,services.customers.environment.RABBITMQ_PORT,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,5672,PORT,docker-compose,services.rabbit.ports.in,5672,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,PORT,docker-compose
423,False,TN,TN,TN,TN,spring-boot-admin,management.endpoint.health.show-details,spring-boot-admin-samples/spring-boot-admin-sample-hazelcast/src/main/resources/application.yml,ALWAYS,UNKNOWN,spring,management.endpoint.health.show-details,ALWAYS,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application.yml,UNKNOWN,spring
424,False,TN,TN,TN,TN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,spring-boot-admin-build/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-test.scope,test,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,UNKNOWN,maven
425,True,FN,FN,FN,TP,spring-boot-admin,project.build.pluginManagement.plugins.plugin_frontend-maven-plugin.artifactId,pom.xml,frontend-maven-plugin,NAME,maven,project.profiles.profile_noNpm.build.plugins.plugin_frontend-maven-plugin.artifactId,frontend-maven-plugin,spring-boot-admin-server-ui/pom.xml,NAME,maven
426,False,FP,TN,TN,FP,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-server.groupId,de.codecentric,spring-boot-admin-starter-server/pom.xml,NAME,maven
427,False,TN,TN,TN,TN,spring-boot-admin,project.build.resources.resource.filtering,spring-boot-admin-samples/pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_native.build.plugins.plugin_native-maven-plugin.configuration.skipNativeTests,TRUE,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,IP_ADDRESS,maven
428,False,FP,TN,TN,TN,spring-boot-admin,project.parent_spring-boot-admin-dependencies.groupId,spring-boot-admin-build/pom.xml,de.codecentric,NAME,maven,project.dependencies.dependency_spring-boot-admin-starter-client.groupId,de.codecentric,spring-boot-admin-samples/spring-boot-admin-sample-reactive/pom.xml,NAME,maven
429,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-cloud-starter-consul-discovery.groupId,spring-boot-admin-samples/spring-boot-admin-sample-consul/pom.xml,org.springframework.cloud,NAME,maven,project.dependencies.dependency_spring-cloud-starter-kubernetes-client.groupId,org.springframework.cloud,spring-boot-admin-server-cloud/pom.xml,NAME,maven
430,False,TN,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-web.groupId,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,org.springframework.boot,NAME,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,spring-boot-admin-server/pom.xml,NAME,maven
431,False,TN,TN,TN,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-failsafe-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-site-plugin.groupId,org.apache.maven.plugins,spring-boot-admin-docs/pom.xml,NAME,maven
432,False,TN,TN,TN,TN,spring-boot-admin,project.build.resources.resource.filtering,spring-boot-admin-samples/pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-boot-autoconfigure-processor.optional,TRUE,spring-boot-admin-server-cloud/pom.xml,BOOLEAN,maven
433,False,TN,TN,TN,TN,spring-boot-admin,spring.boot.admin.ui.cache-templates,spring-boot-admin-samples/spring-boot-admin-sample-reactive/src/main/resources/application-dev.yml,FALSE,BOOLEAN,spring,spring.jmx.enabled,FALSE,spring-boot-admin-server/src/test/resources/application.yml,BOOLEAN,spring
434,True,TP,TP,TP,FN,spring-boot-admin,project.dependencies.dependency_reactor-test.groupId,spring-boot-admin-server-cloud/pom.xml,io.projectreactor,NAME,maven,project.dependencies.dependency_reactor-test.groupId,io.projectreactor,spring-boot-admin-server/pom.xml,NAME,maven
435,False,FP,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-starter-test.scope,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,spring-boot-admin-server-cloud/pom.xml,UNKNOWN,maven
436,False,TN,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_maven-enforcer-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-war-plugin.groupId,org.apache.maven.plugins,spring-boot-admin-samples/pom.xml,NAME,maven
437,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-javadoc-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-enforcer-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven
438,False,TN,TN,FP,TN,spring-boot-admin,project.profiles.profile_native.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,repackage,UNKNOWN,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution.goals.goal_repackage,repackage,spring-boot-admin-samples/spring-boot-admin-sample-zookeeper/pom.xml,UNKNOWN,maven
439,False,TN,TN,TN,TN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,spring-boot-admin-build/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-security.scope,test,spring-boot-admin-server/pom.xml,UNKNOWN,maven
440,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-gpg-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-jar-plugin.groupId,org.apache.maven.plugins,spring-boot-admin-build/pom.xml,NAME,maven
441,False,TN,TN,TN,TN,spring-boot-admin,project.dependencies.dependency_spring-webflux.optional,spring-boot-admin-client/pom.xml,TRUE,BOOLEAN,maven,services.eureka.environment.EUREKA_INSTANCE_PREFERIPADDRESS,TRUE,spring-boot-admin-samples/spring-boot-admin-sample-eureka/docker-compose.yml,ENVIRONMENT,docker-compose
442,False,TN,TN,TN,TN,spring-boot-admin,project.build.plugins.plugin_maven-checkstyle-plugin.configuration.failOnViolation,pom.xml,TRUE,BOOLEAN,maven,project.profiles.profile_native.build.plugins.plugin_native-maven-plugin.configuration.skipNativeTests,TRUE,spring-boot-admin-samples/spring-boot-admin-sample-servlet-graalvm/pom.xml,IP_ADDRESS,maven
443,False,TN,TN,TN,FP,spring-boot-admin,project.parent_spring-boot-admin-build.groupId,spring-boot-admin-client/pom.xml,de.codecentric,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-boot-admin-starter-server.groupId,de.codecentric,spring-boot-admin-dependencies/pom.xml,NAME,maven
444,False,TN,TN,TN,TN,spring-boot-admin,project.build.resources.resource.filtering,spring-boot-admin-samples/pom.xml,TRUE,BOOLEAN,maven,project.dependencies.dependency_spring-cloud-starter.optional,TRUE,spring-boot-admin-server-cloud/pom.xml,BOOLEAN,maven
445,False,FP,TN,TN,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.pluginManagement.plugins.plugin_maven-dependency-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven
446,False,FP,TN,FP,TN,spring-boot-admin,project.dependencyManagement.dependencies.dependency_testcontainers.scope,spring-boot-admin-build/pom.xml,test,UNKNOWN,maven,project.dependencies.dependency_spring-boot-starter-webflux.scope,test,spring-boot-admin-client/pom.xml,UNKNOWN,maven
447,False,TN,TN,FP,TN,spring-boot-admin,project.dependencies.dependency_spring-boot-configuration-processor.optional,spring-boot-admin-server-cloud/pom.xml,TRUE,BOOLEAN,maven,project.build.plugins.plugin_maven-clean-plugin.executions.execution_auto-clean.configuration.excludeDefaultDirectories,TRUE,spring-boot-admin-server-ui/pom.xml,BOOLEAN,maven
448,False,TN,TN,FP,TN,spring-boot-admin,project.parent_spring-boot-admin.groupId,spring-boot-admin-dependencies/pom.xml,de.codecentric,NAME,maven,project.parent_spring-boot-admin-samples.groupId,de.codecentric,spring-boot-admin-samples/spring-boot-admin-sample-eureka/pom.xml,NAME,maven
449,False,TN,TN,FP,TN,spring-boot-admin,project.build.pluginManagement.plugins.plugin_maven-clean-plugin.groupId,pom.xml,org.apache.maven.plugins,NAME,maven,project.build.plugins.plugin_maven-source-plugin.groupId,org.apache.maven.plugins,pom.xml,NAME,maven
450,False,FP,TN,FP,FP,Spring-Cloud-Platform,project.parent_ace-security.version,ace-gate/pom.xml,version:2.0-SNAPSHOT,VERSION_NUMBER,maven,project.parent_ace-modules.version,version:2.0-SNAPSHOT,ace-modules/ace-tool/pom.xml,VERSION_NUMBER,maven
451,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.groupId,ace-modules/ace-admin/pom.xml,com.alibaba,NAME,maven,project.dependencies.dependency_fastjson.groupId,com.alibaba,ace-modules/ace-sample/pom.xml,NAME,maven
452,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.dependencies.dependency_spring-cloud-starter-loadbalancer.groupId,ace-infrastructure/ace-monitor/pom.xml,org.springframework.cloud,NAME,maven,project.dependencyManagement.dependencies.dependency_spring-cloud-dependencies.groupId,org.springframework.cloud,pom.xml,NAME,maven
453,True,TP,TP,TP,TP,Spring-Cloud-Platform,services.ace-auth.environment.REDIS_PORT,docker-compose.yml,6379,PORT,docker-compose,services.redis.ports.in,6379,docker-compose.yml,PORT,docker-compose
454,False,TN,TN,FP,FP,Spring-Cloud-Platform,project.build.plugins.plugin_mybatis-generator-maven-plugin.dependencies.dependency_mapper.groupId,ace-modules/ace-admin/pom.xml,tk.mybatis,NAME,maven,project.dependencies.dependency_mapper-spring-boot-starter.groupId,tk.mybatis,ace-modules/ace-generator/pom.xml,NAME,maven
455,True,FN,TP,TP,TP,Spring-Cloud-Platform,project.parent_ace-infrastructure.artifactId,ace-infrastructure/ace-monitor/pom.xml,ace-infrastructure,NAME,maven,project.artifactId,ace-infrastructure,ace-infrastructure/pom.xml,NAME,maven
456,False,TN,TN,TN,FP,Spring-Cloud-Platform,logging.level.com.github.wxiaoqi.cloud.gate.v2,ace-modules/ace-generator/src/main/resources/application.yml,info,UNKNOWN,spring,logging.level.org.springframework,info,ace-modules/ace-sample/src/main/resources/application.yml,UNKNOWN,spring
457,True,TP,TP,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_spring-webmvc.artifactId,ace-modules/ace-admin/pom.xml,spring-webmvc,NAME,maven,project.dependencies.dependency_spring-webmvc.artifactId,spring-webmvc,ace-modules/ace-sample/pom.xml,NAME,maven
458,False,TN,TN,TN,TN,Spring-Cloud-Platform,feign.compression.response.enabled,ace-modules/ace-generator/src/main/resources/application.yml,TRUE,BOOLEAN,spring,feign.compression.request.enabled,TRUE,ace-modules/ace-sample/src/main/resources/application.yml,BOOLEAN,spring
459,False,FP,TN,FP,FP,Spring-Cloud-Platform,FROM,ace-gate/src/main/docker/Dockerfile,livingobjects/jre8,PATH,docker,FROM,livingobjects/jre8,ace-modules/ace-admin/src/main/docker/Dockerfile,PATH,docker
460,True,TP,FN,TP,FN,Spring-Cloud-Platform,project.dependencies.dependency_fastjson.artifactId,ace-dev-base/ace-common/pom.xml,fastjson,NAME,maven,project.dependencies.dependency_fastjson.artifactId,fastjson,ace-modules/ace-admin/pom.xml,NAME,maven
461,False,TN,TN,TN,TN,Spring-Cloud-Platform,management.security.enabled,ace-modules/ace-admin/src/main/resources/application.yml,TRUE,BOOLEAN,spring,feign.compression.response.enabled,TRUE,ace-modules/ace-sample/src/main/resources/application.yml,BOOLEAN,spring
462,True,FN,TP,TP,FN,Spring-Cloud-Platform,project.artifactId,ace-gate/pom.xml,ace-gate,NAME,maven,project.modules.module,ace-gate,pom.xml,NAME,maven
463,True,TP,FN,TP,TP,Spring-Cloud-Platform,project.dependencies.dependency_ace-api.groupId,ace-modules/ace-sample/pom.xml,com.github.wxiaoqi,NAME,maven,project.parent_ace-modules.groupId,com.github.wxiaoqi,ace-modules/ace-sample/pom.xml,NAME,maven
465,False,FP,TN,FP,TN,Spring-Cloud-Platform,ribbon.MaxAutoRetriesNextServer,ace-modules/ace-generator/src/main/resources/application.yml,1,NUMBER,spring,ribbon.MaxAutoRetriesNextServer,1,ace-modules/ace-sample/src/main/resources/application.yml,NUMBER,spring
